conjuntoMuestras,codigoExterno,region,proyecto,especie
ChetcoMain,13635,ChetcoMain_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13655,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13661,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13662,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13663,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13690,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13692,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13694,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13695,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13698,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13699,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13711,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13716,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13735,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13737,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13738,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13739,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13744,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
ChetcoMain,13747,ChetcoMain_OR,Kamvar_et_al_2014,Phytophthora ramorum
ChetcoMain,13748,ChetcoMain_OR,Kamvar_et_al_2014,Phytophthora ramorum
ChetcoMain,13749,ChetcoMain_OR,Kamvar_et_al_2014,Phytophthora ramorum
ChetcoMain,13751,ChetcoMain_OR,Kamvar_et_al_2014,Phytophthora ramorum
ChetcoMain,13753,ChetcoMain_OR,Kamvar_et_al_2014,Phytophthora ramorum
Coast,H-2-040113,Coast_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13801,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13802,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13805,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
ChetcoMain,13824,ChetcoMain_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,13825,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,13826,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,13827,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
ChetcoMain,13828,ChetcoMain_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,13830,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
Coast,13831,Coast_OR,Kamvar_et_al_2014,Phytophthora ramorum
ChetcoMain,13832,ChetcoMain_OR,Kamvar_et_al_2014,Phytophthora ramorum
ChetcoMain,13837,ChetcoMain_OR,Kamvar_et_al_2014,Phytophthora ramorum
ChetcoMain,13838,ChetcoMain_OR,Kamvar_et_al_2014,Phytophthora ramorum
ChetcoMain,13839,ChetcoMain_OR,Kamvar_et_al_2014,Phytophthora ramorum
ChetcoMain,13840,ChetcoMain_OR,Kamvar_et_al_2014,Phytophthora ramorum
ChetcoMain,13841,ChetcoMain_OR,Kamvar_et_al_2014,Phytophthora ramorum
Coast,13842,Coast_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2157-3,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,11001-8874,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2027-1,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2138-1,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,13873,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14040,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14041,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14042,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14043,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14044,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14046,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
Coast,14047,Coast_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14049,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
Coast,14077,Coast_OR,Kamvar_et_al_2014,Phytophthora ramorum
Coast,14078,Coast_OR,Kamvar_et_al_2014,Phytophthora ramorum
Coast,14079,Coast_OR,Kamvar_et_al_2014,Phytophthora ramorum
Coast,14080,Coast_OR,Kamvar_et_al_2014,Phytophthora ramorum
Coast,14081,Coast_OR,Kamvar_et_al_2014,Phytophthora ramorum
Coast,14082,Coast_OR,Kamvar_et_al_2014,Phytophthora ramorum
Coast,14083,Coast_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14085,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14092,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14093,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14107,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14108,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14112,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14113,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14114,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14115,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14116,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14119,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14120,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14121,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14122,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14123,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14131,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14132,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14045-a,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14045-b,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
Coast,13971,Coast_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13977,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
Coast,14129,Coast_OR,Kamvar_et_al_2014,Phytophthora ramorum
Coast,14135,Coast_OR,Kamvar_et_al_2014,Phytophthora ramorum
Coast,14136,Coast_OR,Kamvar_et_al_2014,Phytophthora ramorum
Coast,14137.1,Coast_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14138,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
Coast,14139,Coast_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14141,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14142,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
ChetcoMain,14145,ChetcoMain_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14149,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
Coast,14151,Coast_OR,Kamvar_et_al_2014,Phytophthora ramorum
Coast,14152,Coast_OR,Kamvar_et_al_2014,Phytophthora ramorum
Coast,14153,Coast_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14156,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14159,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
Coast,14160,Coast_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,14161,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
Coast,14162,Coast_OR,Kamvar_et_al_2014,Phytophthora ramorum
Coast,14164,Coast_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14165,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14167,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14168,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14169,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14171,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14172,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,14174,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14175,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,WA84-121613,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
